ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,MONTHS_BALANCE,STATUS,Age,Years_Working
5045042,M,Y,Y,2,114366,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,4,-13,X,32,2
5045043,M,Y,Y,2,114366,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,4,-33,X,32,2
5045044,M,Y,Y,2,114366,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,4,-12,X,32,2
5045076,F,Y,Y,0,162700,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Managers,1,-41,X,34,12
5045080,F,Y,Y,0,162700,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Managers,1,-24,X,34,12
5045081,F,Y,Y,0,162700,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Managers,1,-19,X,34,12
5045082,F,Y,Y,0,162700,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Managers,1,-18,X,34,12
5045083,F,Y,Y,0,162700,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Managers,1,-14,X,34,12
5045084,F,Y,Y,0,162700,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Managers,1,-5,X,34,12
5045085,F,Y,Y,0,162700,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Managers,1,0,X,34,12
5045294,F,Y,Y,0,116729,Commercial associate,Incomplete higher,Civil marriage,House / apartment,1,0,0,0,Managers,2,-24,C,43,5
5045306,M,N,Y,1,267937,Working,Higher education,Married,House / apartment,1,0,1,0,Managers,3,-5,C,46,19
5045379,M,Y,Y,0,109220,Working,Incomplete higher,Married,House / apartment,1,0,1,0,Managers,2,-1,C,44,4
5045380,M,Y,Y,0,109220,Working,Incomplete higher,Married,House / apartment,1,0,1,0,Managers,2,0,C,44,4
5045381,M,Y,Y,0,109220,Working,Incomplete higher,Married,House / apartment,1,0,1,0,Managers,2,-9,C,44,4
5045382,M,Y,Y,0,109220,Working,Incomplete higher,Married,House / apartment,1,0,1,0,Managers,2,-38,C,44,4
5045383,M,Y,Y,0,109220,Working,Incomplete higher,Married,House / apartment,1,0,1,0,Managers,2,-29,0,44,4
5045384,M,Y,Y,0,109220,Working,Incomplete higher,Married,House / apartment,1,0,1,0,Managers,2,-4,C,44,4
5045386,M,Y,Y,0,109220,Working,Incomplete higher,Married,House / apartment,1,0,1,0,Managers,2,-13,C,44,4
5045388,M,Y,Y,0,109220,Working,Incomplete higher,Married,House / apartment,1,0,1,0,Managers,2,0,0,44,4
5045390,M,Y,Y,0,109220,Working,Incomplete higher,Married,House / apartment,1,0,1,0,Managers,2,-1,0,44,4
5045391,M,Y,Y,0,109220,Working,Incomplete higher,Married,House / apartment,1,0,1,0,Managers,2,0,C,44,4
5045392,M,Y,Y,0,109220,Working,Incomplete higher,Married,House / apartment,1,0,1,0,Managers,2,0,1,44,4
5045462,F,Y,Y,0,58202,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,0,0,22,2
5045662,F,N,Y,0,184301,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,2,0,0,40,13
5045665,F,N,Y,0,184301,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,2,-34,X,40,13
5045669,F,N,Y,0,184301,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,2,0,X,40,13
5045670,F,N,Y,0,184301,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,2,0,C,40,13
5045681,F,N,Y,1,156838,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,3,0,0,38,8
5045682,F,N,Y,1,156838,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,3,0,X,38,8
5045683,F,N,Y,1,156838,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,3,-24,X,38,8
5045684,F,N,Y,1,156838,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,3,0,0,38,8
5045685,F,N,Y,1,156838,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,3,0,0,38,8
5045700,F,N,Y,0,141664,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Managers,1,0,C,44,8
5045701,F,N,Y,0,141664,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Managers,1,0,C,44,8
5045704,F,N,Y,0,141664,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Managers,1,0,0,44,8
5045706,F,N,Y,0,141664,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Managers,1,-9,C,44,8
5045772,M,N,Y,1,93793,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,-29,C,26,3
5045773,M,N,Y,1,93793,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,-26,X,26,3
5045774,M,N,Y,1,93793,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,-39,C,26,3
5045775,M,N,Y,1,93793,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,0,26,3
5045776,M,N,Y,1,93793,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,-12,C,26,3
5045777,M,N,Y,1,93793,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,-7,X,26,3
5045778,M,N,Y,1,93793,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,C,26,3
5045785,M,Y,N,0,62684,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,1,Managers,2,0,X,37,0
5045786,M,Y,N,0,62684,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,1,Managers,2,0,X,37,0
5045845,F,Y,Y,2,136884,Commercial associate,Higher education,Married,With parents,1,0,0,0,Managers,4,-4,1,35,4
5045846,F,Y,Y,2,136884,Commercial associate,Higher education,Married,With parents,1,0,0,0,Managers,4,-14,C,35,4
5045847,F,Y,Y,2,136884,Commercial associate,Higher education,Married,With parents,1,0,0,0,Managers,4,-5,C,35,4
5045848,F,Y,Y,2,136884,Commercial associate,Higher education,Married,With parents,1,0,0,0,Managers,4,-23,C,35,4
5045849,F,Y,Y,2,136884,Commercial associate,Higher education,Married,With parents,1,0,0,0,Managers,4,-16,C,35,4
5045850,F,Y,Y,2,136884,Commercial associate,Higher education,Married,With parents,1,0,0,0,Managers,4,0,0,35,4
5045851,F,Y,Y,2,136884,Commercial associate,Higher education,Married,With parents,1,0,0,0,Managers,4,-51,X,35,4
5045852,F,Y,Y,2,136884,Commercial associate,Higher education,Married,With parents,1,0,0,0,Managers,4,0,C,35,4
5045853,F,Y,Y,2,136884,Commercial associate,Higher education,Married,With parents,1,0,0,0,Managers,4,0,C,35,4
5045854,F,Y,Y,2,136884,Commercial associate,Higher education,Married,With parents,1,0,0,0,Managers,4,0,X,35,4
5045855,F,Y,Y,2,136884,Commercial associate,Higher education,Married,With parents,1,0,0,0,Managers,4,0,0,35,4
5045856,F,Y,Y,2,136884,Commercial associate,Higher education,Married,With parents,1,0,0,0,Managers,4,0,C,35,4
5045857,F,Y,Y,2,136884,Commercial associate,Higher education,Married,With parents,1,0,0,0,Managers,4,0,0,35,4
5045858,F,Y,Y,2,136884,Commercial associate,Higher education,Married,With parents,1,0,0,0,Managers,4,0,C,35,4
5045866,F,Y,Y,1,168838,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,C,46,8
5045867,F,Y,Y,1,168838,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,C,46,8
5045868,F,Y,Y,1,168838,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,C,46,8
5045869,F,Y,Y,1,168838,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,C,46,8
5045904,F,N,Y,2,133884,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,4,0,C,33,4
5045938,F,Y,N,1,144829,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,C,36,7
5045940,F,Y,N,1,144829,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,X,36,7
5045941,F,Y,N,1,144829,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,-10,C,36,7
5045943,F,Y,N,1,144829,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,0,36,7
5045944,F,Y,N,1,144829,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,C,36,7
5045945,F,Y,N,1,144829,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,C,36,7
5045946,F,Y,N,1,144829,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,C,36,7
5045947,F,Y,N,1,144829,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,-3,C,36,7
5045948,F,Y,N,1,144829,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,C,36,7
5045949,F,Y,N,1,144829,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,C,36,7
5045950,F,Y,N,1,144829,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,-6,X,36,7
5045951,F,Y,N,1,144829,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,X,36,7
5045952,F,Y,N,1,144829,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,-11,X,36,7
5045974,M,Y,Y,1,174865,Working,Higher education,Married,House / apartment,1,1,0,0,Managers,3,0,C,32,11
5045975,M,Y,Y,1,174865,Working,Higher education,Married,House / apartment,1,1,0,0,Managers,3,0,X,32,11
5046018,M,Y,Y,1,167356,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,0,C,33,10
5046019,M,Y,Y,1,167356,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,0,C,33,10
5046021,M,Y,Y,1,167356,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,0,C,33,10
5046022,M,Y,Y,1,167356,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,0,C,33,10
5046023,M,Y,Y,1,167356,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,0,C,33,10
5046025,M,Y,Y,1,167356,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,0,0,33,10
5046026,M,Y,Y,1,167356,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,0,C,33,10
5046027,M,Y,Y,1,167356,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,0,0,33,10
5046028,M,Y,Y,1,167356,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,0,X,33,10
5046040,F,N,Y,0,287891,State servant,Higher education,Married,House / apartment,1,0,0,0,Managers,2,-23,X,49,23
5046041,F,N,Y,0,287891,State servant,Higher education,Married,House / apartment,1,0,0,0,Managers,2,0,C,49,23
5046042,F,N,Y,0,287891,State servant,Higher education,Married,House / apartment,1,0,0,0,Managers,2,0,C,49,23
5046043,F,N,Y,0,287891,State servant,Higher education,Married,House / apartment,1,0,0,0,Managers,2,0,C,49,23
5046046,F,N,Y,0,287891,State servant,Higher education,Married,House / apartment,1,0,0,0,Managers,2,-19,X,49,23
5046047,F,N,Y,0,287891,State servant,Higher education,Married,House / apartment,1,0,0,0,Managers,2,-29,X,49,23
5046048,F,N,Y,0,287891,State servant,Higher education,Married,House / apartment,1,0,0,0,Managers,2,0,C,49,23
5046049,F,N,Y,0,287891,State servant,Higher education,Married,House / apartment,1,0,0,0,Managers,2,0,X,49,23
5046050,F,N,Y,0,287891,State servant,Higher education,Married,House / apartment,1,0,0,0,Managers,2,0,C,49,23
5046051,F,N,Y,0,287891,State servant,Higher education,Married,House / apartment,1,0,0,0,Managers,2,0,0,49,23
5046058,F,N,Y,0,115238,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Managers,2,-1,C,36,6
5046059,F,N,Y,0,115238,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Managers,2,-6,C,36,6
5046060,F,N,Y,0,115238,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Managers,2,0,0,36,6
5046061,F,N,Y,0,115238,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Managers,2,0,C,36,6
5046116,F,N,Y,0,163256,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,2,-12,C,56,8
5046117,F,N,Y,0,163256,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,2,0,C,56,8
5046118,F,N,Y,0,163256,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,2,-18,X,56,8
5046120,F,N,Y,0,163256,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,2,0,0,56,8
5046122,F,N,Y,0,163256,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,2,-30,C,56,8
5046124,F,N,Y,0,163256,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,2,-10,C,56,8
5046125,F,N,Y,0,163256,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,2,0,C,56,8
5046126,F,N,Y,0,163256,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,2,0,C,56,8
5046127,F,N,Y,0,163256,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,2,-2,X,56,8
5046128,F,N,Y,0,163256,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,2,0,0,56,8
5046190,M,Y,Y,2,136866,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Managers,4,0,X,47,2
5046191,M,Y,Y,2,136866,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Managers,4,0,0,47,2
5046192,M,Y,Y,2,136866,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Managers,4,0,C,47,2
5046236,F,N,Y,1,188347,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,X,53,9
5046237,F,N,Y,1,188347,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,X,53,9
5046310,M,N,Y,0,78619,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Managers,1,0,0,32,3
5046311,M,N,Y,0,78619,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Managers,1,0,C,32,3
5046313,M,Y,Y,0,131720,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Managers,2,-33,C,59,4
5046314,M,Y,Y,0,131720,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Managers,2,0,C,59,4
5046315,M,Y,Y,0,131720,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Managers,2,0,X,59,4
5046316,M,Y,Y,0,131720,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Managers,2,0,0,59,4
5046448,M,Y,N,1,86275,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,X,33,1
5046449,M,Y,N,1,86275,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,X,33,1
5046450,M,Y,N,1,86275,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,0,33,1
5046451,M,Y,N,1,86275,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,X,33,1
5046452,M,Y,N,1,86275,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,X,33,1
5046453,M,Y,N,1,86275,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,0,33,1
5046454,M,Y,N,1,86275,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,3,-1,X,33,1
5046455,M,Y,N,1,86275,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,C,33,1
5046456,M,Y,N,1,86275,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,3,-1,X,33,1
5046457,M,Y,N,1,86275,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,X,33,1
5046483,F,N,Y,1,101293,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,-1,C,31,3
5046484,F,N,Y,1,101293,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,X,31,3
5046485,F,N,Y,1,101293,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,-11,C,31,3
5046486,F,N,Y,1,101293,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,X,31,3
5046500,F,N,Y,0,111619,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Managers,1,0,C,54,3
5046501,F,N,Y,0,111619,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Managers,1,0,C,54,3
5046502,F,N,Y,0,111619,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Managers,1,-45,X,54,3
5046503,F,N,Y,0,111619,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Managers,1,0,C,54,3
5046505,F,N,Y,0,111619,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Managers,1,0,C,54,3
5046506,F,N,Y,0,111619,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Managers,1,0,C,54,3
5046507,F,N,Y,0,111619,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Managers,1,-4,C,54,3
5046508,F,N,Y,0,111619,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Managers,1,0,X,54,3
5046564,M,N,N,1,153820,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Managers,3,-26,0,48,6
5046566,M,N,N,1,153820,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Managers,3,0,0,48,6
5047703,M,N,Y,0,181301,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Managers,2,-47,X,38,13
5047708,F,N,Y,0,161765,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,2,0,C,49,9
5047709,F,N,Y,0,161765,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,2,0,C,49,9
5047710,F,N,Y,0,161765,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,2,0,C,49,9
5047716,F,N,Y,0,161765,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,2,0,C,49,9
5047933,M,Y,Y,1,167338,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,0,Managers,3,-10,X,45,8
5047934,M,Y,Y,1,167338,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,0,Managers,3,0,C,45,8
5047935,M,Y,Y,1,167338,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,0,Managers,3,0,0,45,8
5047986,F,N,Y,0,187283,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,0,0,54,11
5047987,F,N,Y,0,187283,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,0,C,54,11
5047988,F,N,Y,0,187283,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,-10,C,54,11
5047989,F,N,Y,0,187283,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,-47,X,54,11
5047990,F,N,Y,0,187283,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,0,C,54,11
5047992,F,N,Y,0,187283,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,-2,C,54,11
5047993,F,N,Y,0,187283,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,0,C,54,11
5047994,F,N,Y,0,187283,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,0,0,54,11
5048005,M,Y,Y,0,146765,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,-2,X,39,9
5048006,M,Y,Y,0,146765,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,0,0,39,9
5048007,M,Y,Y,0,146765,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,-3,X,39,9
5048008,M,Y,Y,0,146765,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,0,X,39,9
5048009,M,Y,Y,0,146765,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,0,0,39,9
5048010,M,Y,Y,0,146765,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,-3,X,39,9
5048011,M,Y,Y,0,146765,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,-21,X,39,9
5048012,M,Y,Y,0,146765,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,0,X,39,9
5048091,M,Y,Y,3,276074,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,5,0,C,42,16
5048093,M,Y,Y,3,276074,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,5,0,C,42,16
5048115,M,Y,Y,1,113302,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,X,33,4
5048117,M,Y,Y,1,113302,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,C,33,4
5048252,F,Y,Y,0,89702,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,2,0,X,43,2
5048278,F,N,Y,0,146155,Working,Higher education,Widow,House / apartment,1,0,0,1,Managers,1,0,X,53,7
5048279,F,N,Y,0,146155,Working,Higher education,Widow,House / apartment,1,0,0,1,Managers,1,0,C,53,7
5048282,F,N,Y,0,146155,Working,Higher education,Widow,House / apartment,1,0,0,1,Managers,1,0,X,53,7
5048285,F,N,Y,0,146155,Working,Higher education,Widow,House / apartment,1,0,0,1,Managers,1,0,0,53,7
5050567,M,Y,N,1,206374,Working,Secondary / secondary special,Married,Municipal apartment,1,0,1,1,Managers,3,0,C,47,12
5050568,M,Y,N,1,206374,Working,Secondary / secondary special,Married,Municipal apartment,1,0,1,1,Managers,3,-12,C,47,12
5050569,M,Y,N,1,206374,Working,Secondary / secondary special,Married,Municipal apartment,1,0,1,1,Managers,3,0,0,47,12
5050635,F,N,N,0,134756,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,0,C,37,8
5050636,F,N,N,0,134756,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,0,0,37,8
5050773,F,N,N,0,129628,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Managers,1,0,X,60,4
5050899,F,N,N,0,266882,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Managers,2,-37,X,41,22
5050900,F,N,N,0,266882,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Managers,2,0,X,41,22
5050901,F,N,N,0,266882,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Managers,2,0,0,41,22
5050902,F,N,N,0,266882,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Managers,2,0,C,41,22
5050904,F,N,N,0,266882,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Managers,2,0,C,41,22
5050905,F,N,N,0,266882,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Managers,2,-9,X,41,22
5051004,F,N,N,0,86720,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,2,-11,X,29,4
5051005,F,N,N,0,86720,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,2,0,X,29,4
5051006,F,N,N,0,86720,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,2,0,X,29,4
5051007,F,N,N,0,86720,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,2,0,C,29,4
5051094,M,Y,N,0,107738,Commercial associate,Incomplete higher,Married,House / apartment,1,1,0,0,Managers,2,-2,C,31,6
5051095,M,Y,N,0,107738,Commercial associate,Incomplete higher,Married,House / apartment,1,1,0,0,Managers,2,0,C,31,6
5051140,F,N,N,0,131155,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Managers,1,0,C,43,7
5051141,F,N,N,0,131155,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Managers,1,0,C,43,7
5051148,F,N,N,0,92137,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Managers,1,0,C,29,5
5051149,F,N,N,0,92137,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Managers,1,0,X,29,5
5051150,F,N,N,0,92137,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Managers,1,0,C,29,5
5051151,F,N,N,0,92137,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Managers,1,0,0,29,5
5051152,F,N,N,0,92137,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Managers,1,0,C,29,5
5051153,F,N,N,0,92137,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Managers,1,0,C,29,5
5051182,F,N,N,0,119720,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Managers,2,0,0,51,4
5051183,F,N,N,0,119720,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Managers,2,-20,X,51,4
5051192,M,N,N,0,86101,Working,Incomplete higher,Separated,Rented apartment,1,1,0,0,Managers,1,0,0,49,1
5051208,F,Y,N,0,220337,State servant,Higher education,Married,House / apartment,1,1,0,0,Managers,2,0,C,40,17
5051213,M,Y,N,0,232337,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Managers,2,-33,X,48,17
5051214,M,Y,N,0,232337,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Managers,2,-37,X,48,17
5051216,M,Y,N,0,232337,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Managers,2,0,C,48,17
5051217,M,Y,N,0,232337,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Managers,2,-35,X,48,17
5051219,M,Y,N,0,232337,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Managers,2,0,C,48,17
5051220,M,Y,N,0,232337,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Managers,2,0,X,48,17
5052634,M,N,Y,0,164756,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Managers,2,0,C,57,8
5052635,M,N,Y,0,164756,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Managers,2,0,X,57,8
5052750,F,N,Y,0,270790,State servant,Higher education,Widow,House / apartment,1,0,0,0,Managers,1,0,C,46,22
5052751,F,N,Y,0,270790,State servant,Higher education,Widow,House / apartment,1,0,0,0,Managers,1,-38,X,46,22
5052752,F,N,Y,0,270790,State servant,Higher education,Widow,House / apartment,1,0,0,0,Managers,1,-13,X,46,22
5052753,F,N,Y,0,270790,State servant,Higher education,Widow,House / apartment,1,0,0,0,Managers,1,0,0,46,22
5052754,F,N,Y,0,270790,State servant,Higher education,Widow,House / apartment,1,0,0,0,Managers,1,-27,X,46,22
5052755,M,N,Y,0,77711,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Managers,2,0,C,29,3
5052756,M,N,Y,0,77711,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Managers,2,0,C,29,3
5052783,M,Y,Y,2,177411,Working,Secondary / secondary special,Married,House / apartment,1,1,0,1,Managers,4,0,0,44,7
5052810,F,N,Y,0,185792,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,-6,X,47,12
5052811,F,N,Y,0,185792,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,-24,X,47,12
5052812,F,N,Y,0,185792,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,0,0,47,12
5052813,F,N,Y,0,185792,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,-4,C,47,12
5052824,F,Y,Y,1,177856,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,0,C,40,10
